INSTRUMENT_ID;INSTRUMENT_TYPE;TRADE_CODE
9653;Облигация муниципальная;RU000A0JWZ10
10622;Облигация субфедеральная;RU000A0ZYF61
8607;Облигация муниципальная;RU000A0JV3M2
3199;Облигация корпоративная;RU000A0JR4U9
4619;Облигация корпоративная;RU000A0JTFB2
4572;Облигация корпоративная;RU000A0JTB96
6163;Облигация биржевая;RU000A0JWK66
10733;Облигация биржевая;RU000A0ZYLU6
10822;Облигация биржевая;RU000A0ZYQU5
5121;Облигация биржевая;RU000A0JX2R1
5120;Облигация биржевая;RU000A0ZYF20
5122;Облигация биржевая;RU000A0ZYF38
5123;Облигация биржевая;RU000A0ZYFM5
5124;Облигация биржевая;RU000A0ZYAR5
5125;Облигация биржевая;RU000A0ZYFN3
5778;Облигация корпоративная;RU000A0JUJG1
6135;Облигация корпоративная;RU000A0JUW23
9323;Облигация корпоративная;RU000A0JWBN0
10543;Облигация биржевая;RU000A0ZYBG6
4182;Облигация биржевая;RU000A0JVTA1
4183;Облигация биржевая;RU000A0JVUY9
8618;Облигация биржевая;RU000A0JWUB5
8626;Облигация биржевая;RU000A0JWGS8
8631;Облигация биржевая;RU000A0JVNB2
8632;Облигация биржевая;RU000A0JWNB0
5733;Пай закрытого ПИФа;RU000A0JUDS9
9922;Облигация биржевая;RU000A0JXPU3
6023;Облигация биржевая;RU000A0JUYJ4
10939;Облигация биржевая;RU000A0ZZ8U0
5010;Облигация биржевая;RU000A0JU0S6
5011;Облигация биржевая;RU000A0JU0T4
3531;Облигация корпоративная;RU000A0JRJV6
3538;Облигация корпоративная;RU000A0JRK22
9798;Облигация биржевая;RU000A0JXC40
9973;Облигация биржевая;RU000A0JXRB9
9195;Облигация корпоративная;RU000A0JW0S4
9291;Облигация корпоративная;RU000A0JW5E3
9331;Облигация корпоративная;RU000A0JWBP5
9441;Облигация корпоративная;RU000A0JWMJ5
9912;Облигация биржевая;RU000A0JXNV6
10562;Облигация биржевая;RU000A0ZYCQ3
11472;Облигация биржевая;RU000A0ZZUK5
10400;Облигация биржевая;
4114;Облигация корпоративная;RU000A0JS5R1
4170;Облигация корпоративная;RU000A0JS603
10689;Облигация биржевая;RU000A0ZYHH1
2806;Пай закрытого ПИФа;RU000A0JQSM8
9935;Облигация биржевая;RU000A0JXQ28
10731;Облигация биржевая;RU000A0ZYLF7
10886;Облигация биржевая;RU000A0ZYX69
11438;Облигация биржевая;RU000A0ZZRK1
11463;Облигация биржевая;RU000A0ZZTL5
4839;Облигация корпоративная;RU000A0JTLJ3
4840;Облигация корпоративная;RU000A0JTLL9
5045;Облигация биржевая;RU000A0JVWN8
5046;Облигация биржевая;RU000A0JWBF6
5051;Облигация биржевая;RU000A0JW5H6
5052;Облигация биржевая;RU000A0JWBE9
5867;Облигация биржевая;
6069;Облигация биржевая;RU000A0JVJ45
9655;Облигация биржевая;RU000A0JX009
10633;Облигация биржевая;RU000A0ZYKM5
11409;Облигация биржевая;RU000A0ZZPY6
9148;Облигация корпоративная;RU000A0JVYG8
6146;Облигация субфедеральная;RU000A0JUWK6
5744;Облигация корпоративная;RU000A0JUD00
3042;Облигация корпоративная;RU000A0JQY35
3646;Облигация корпоративная;RU000A0JRMW8
5735;Облигация корпоративная;RU000A0JUG15
745;Пай закрытого ПИФа;RU000A0JNUW0
1136;Пай закрытого ПИФа;RU000A0JPM71
1122;Пай закрытого ПИФа;RU000A0JPLG7
3037;Пай закрытого ПИФа;RU000A0JQYE3
4307;Пай закрытого ПИФа;RU000A0JS9A9
5940;Облигация субфедеральная;RU000A0JUP89
9021;Облигация субфедеральная;RU000A0JVU65
10050;Облигация субфедеральная;RU000A0JXSD3
9751;Облигация субфедеральная;RU000A0JX314
9757;Облигация субфедеральная;RU000A0JX2S9
10722;Облигация субфедеральная;RU000A0ZYKU8
10727;Облигация субфедеральная;RU000A0ZYL48
5311;Облигация субфедеральная;RU000A0JU1V8
6145;Облигация субфедеральная;RU000A0JUWJ8
10600;Облигация субфедеральная;RU000A0ZYCZ4
9539;Облигация субфедеральная;RU000A0JWSQ7
5507;Облигация субфедеральная;RU000A0JU8R1
6193;Облигация субфедеральная;RU000A0JUXW9
9039;Облигация субфедеральная;RU000A0JVUH4
9624;Облигация субфедеральная;RU000A0JWXQ7
10635;Облигация субфедеральная;RU000A0ZYG60
10704;Облигация субфедеральная;RU000A0ZYJB0
6198;Облигация корпоративная;RU000A0JV3U5
7066;Облигация корпоративная;RU000A0JV3T7
10726;Облигация корпоративная;RU000A0ZYHP4
6222;Облигация биржевая;RU000A0ZYUV5
6223;Облигация биржевая;RU000A0ZYUW3
6224;Облигация биржевая;RU000A0ZYUY9
6225;Облигация биржевая;RU000A0ZYV04
6226;Облигация биржевая;RU000A0JXFS8
6227;Облигация биржевая;RU000A0JXFY6
8928;Облигация корпоративная;RU000A0JVKK9
9325;Облигация биржевая;RU000A0JWBH2
8990;Облигация биржевая;RU000A0JVWE7
9429;Облигация корпоративная;RU000A0JWLE8
11491;Облигация корпоративная;
9726;Облигация корпоративная;RU000A0JX1T9
9971;Облигация корпоративная;RU000A0JXQU1
9025;Облигация корпоративная;RU000A0JVTQ7
11033;Облигация корпоративная;RU000A0ZZ6K5
5748;Пай закрытого ПИФа;RU000A0JTYP3
9997;Облигация корпоративная;RU000A0JXS34
9328;Облигация биржевая;RU000A0JWF22
5035;Облигация биржевая;RU000A0JWRH8
5572;Облигация корпоративная;RU000A0JUBD5
5999;Облигация биржевая;RU000A0JUU25
9382;Облигация биржевая;RU000A0JWGY6
4633;Облигация корпоративная;RU000A0JTER1
11064;Облигация биржевая;
8790;Облигация биржевая;RU000A0JVNA4
5432;Облигация биржевая;RU000A0JUAG0
7045;Облигация корпоративная;RU000A0JUQN2
10616;Облигация биржевая;RU000A0ZYEQ9
6027;Облигация корпоративная;RU000A0JUTC9
1761;Пай закрытого ПИФа;RU000A0JQ2Q2
2433;Пай закрытого ПИФа;RU000A0JQ4Q8
10566;Облигация биржевая;RU000A0ZYCR1
5892;Облигация корпоративная;RU000A0JUJP2
5802;Облигация корпоративная;RU000A0JUH97
3677;Пай закрытого ПИФа;RU000A0JRQT5
923;Пай закрытого ПИФа;RU000A0JP6U6
4271;Облигация корпоративная;RU000A0JS8R5
9444;Облигация корпоративная;RU000A0JWMT4
11001;Облигация биржевая;RU000A0ZZGE7
9138;Облигация корпоративная;RU000A0JVUG6
1150;Пай закрытого ПИФа;RU000A0JPMV4
1441;Акция обыкновенная;MRKU
2517;Облигация корпоративная;RU000A0JQ7X7
2518;Облигация корпоративная;RU000A0JQ7Z2
2789;Облигация корпоративная;RU000A0JQRD9
4979;Облигация корпоративная;RU000A0JTU85
5563;Облигация корпоративная;RU000A0JUAH8
4367;Облигация корпоративная;RU000A0JSGV0
10828;Облигация корпоративная;RU000A0JVY04
9895;Облигация биржевая;RU000A0JXN05
9938;Облигация биржевая;RU000A0JXQ44
9978;Облигация биржевая;RU000A0JXR84
10493;Облигация биржевая;RU000A0JXZB2
10842;Облигация биржевая;RU000A0ZYU05
11017;Облигация биржевая;RU000A0ZZ4P9
2666;Облигация биржевая;RU000A0JWC82
11130;Облигация биржевая;RU000A0ZZ9R4
11273;Облигация биржевая;RU000A0ZZGT5
11449;Облигация биржевая;RU000A0ZZRY2
10721;Облигация субфедеральная;RU000A0ZYL22
8635;Облигация субфедеральная;RU000A0JV3Z4
10683;Облигация субфедеральная;RU000A0ZYGM3
9010;Облигация субфедеральная;RU000A0JVSY3
5429;Облигация субфедеральная;RU000A0JU740
9549;Облигация субфедеральная;RU000A0JWT91
2855;Акция обыкновенная;AQUA
3744;Облигация биржевая;RU000A0JU0N7
3745;Облигация биржевая;RU000A0JRZ74
5593;Облигация биржевая;RU000A0JUFP0
5594;Облигация биржевая;RU000A0JV1D5
5595;Облигация биржевая;RU000A0JV5R6
5596;Облигация биржевая;RU000A0JV5U0
5597;Облигация биржевая;RU000A0JUFQ8
5598;Облигация биржевая;RU000A0JVBN2
5603;Облигация биржевая;RU000A0JVBS1
3499;Облигация корпоративная;RU000A0JRHF3
3498;Облигация корпоративная;RU000A0JRHG1
9567;Облигация биржевая;RU000A0JWV89
10047;Облигация биржевая;RU000A0JXSS1
4513;Облигация биржевая;
4514;Облигация биржевая;
1165;Акция обыкновенная;APTK
1546;Акция обыкновенная;AMEZ
5754;Облигация биржевая;RU000A0JUQC5
1204;Акция обыкновенная;BELU
10331;Облигация биржевая;RU000A0JXTB5
9998;Облигация биржевая;RU000A0JXUU3
172;Акция обыкновенная;OGKB
4157;Облигация корпоративная;RU000A0JS5E9
4168;Облигация корпоративная;RU000A0JS5M2
4156;Облигация корпоративная;RU000A0JS5F6
10606;Акция обыкновенная;GTRK
2435;Облигация корпоративная;RU000A0JQ557
6028;Облигация биржевая;RU000A0JWP38
6029;Облигация биржевая;RU000A0JWSU9
6030;Облигация биржевая;RU000A0JWSV7
6034;Облигация биржевая;RU000A0JWP46
211;Акция обыкновенная;DVEC
5935;Облигация биржевая;RU000A0JXMZ9
10930;Облигация биржевая;RU000A0ZZ8T2
256;Акция обыкновенная;KMAZ
9703;Облигация корпоративная;RU000A0ZZ7G1
9704;Облигация корпоративная;RU000A0ZZ7H9
9705;Облигация корпоративная;RU000A0ZZ885
9706;Облигация корпоративная;RU000A0ZZ877
9707;Облигация корпоративная;RU000A0ZZ893
8963;Облигация корпоративная;RU000A0JVP39
9191;Облигация корпоративная;RU000A0JW126
9688;Облигация корпоративная;RU000A0JX1C5
9689;Облигация корпоративная;RU000A0JX2B5
3209;Облигация биржевая;RU000A0JVZC4
3210;Облигация биржевая;RU000A0JVHX8
3211;Облигация биржевая;
1257;Акция обыкновенная;VSMO
4414;Акция обыкновенная;KGKC
3123;Акция обыкновенная;MSTT
3364;Облигация биржевая;
3365;Облигация биржевая;
3366;Облигация биржевая;
4445;Акция обыкновенная;MFON
10552;Облигация биржевая;RU000A0ZYC98
10840;Облигация биржевая;RU000A0ZYTM6
1318;Акция обыкновенная;MRKV
1383;Акция обыкновенная;MRKZ
1399;Акция обыкновенная;MRKS
154;Акция обыкновенная;MRKP
1328;Акция обыкновенная;MRKC
5190;Облигация биржевая;RU000A0ZZ1Y7
279;Акция обыкновенная;MSRS
5232;Облигация биржевая;RU000A0JXJS0
5233;Облигация биржевая;RU000A0JXR50
5274;Облигация биржевая;RU000A0JUA45
5480;Облигация биржевая;RU000A0JUFU0
5482;Облигация биржевая;RU000A0JV1W5
9758;Облигация биржевая;RU000A0JX355
5483;Облигация биржевая;RU000A0JV1X3
9769;Облигация биржевая;RU000A0JX413
5484;Облигация биржевая;RU000A0JV1Y1
5486;Облигация биржевая;RU000A0JUCS1
5487;Облигация биржевая;RU000A0JUCR3
5495;Облигация биржевая;RU000A0JUFV8
5488;Облигация биржевая;RU000A0JV201
5489;Облигация биржевая;RU000A0JV219
5490;Облигация биржевая;RU000A0JV235
5491;Облигация биржевая;RU000A0JV243
5492;Облигация биржевая;RU000A0JV250
5493;Облигация биржевая;RU000A0JV268
5494;Облигация биржевая;RU000A0JV227
8573;Облигация биржевая;RU000A0JV276
8574;Облигация биржевая;RU000A0JV292
8575;Облигация биржевая;RU000A0JV284
8576;Облигация биржевая;RU000A0JV763
8577;Облигация биржевая;RU000A0JV789
8578;Облигация биржевая;RU000A0JV7A8
8579;Облигация биржевая;RU000A0JV7D2
8580;Облигация биржевая;RU000A0JV7C4
8581;Облигация биржевая;RU000A0JV7B6
8582;Облигация биржевая;RU000A0JV2A9
8583;Облигация биржевая;RU000A0JV797
8584;Облигация биржевая;RU000A0JV771
4676;Облигация биржевая;
4677;Облигация биржевая;
126;Акция обыкновенная;NMTP
10556;Акция обыкновенная;OBUV
5383;Акция обыкновенная;UNAC
3417;Облигация корпоративная;RU000A0JRF11
13;Акция обыкновенная;RASP
10435;Облигация биржевая;RU000A0JXVM8
1193;Акция обыкновенная;SNGS
1194;Акция привилегированная;SNGSP
1221;Акция обыкновенная;TGKN
9614;Облигация корпоративная;RU000A0JWX79
9592;Облигация биржевая;RU000A0JWWM8
9844;Облигация биржевая;RU000A0JXK99
10424;Облигация биржевая;RU000A0JXVB1
10617;Облигация биржевая;RU000A0ZYEB1
10627;Облигация биржевая;RU000A0ZYFS2
5574;Облигация биржевая;RU000A0JUKA2
5575;Облигация биржевая;RU000A0JWLW0
5837;Облигация биржевая;RU000A0JUQ96
5838;Облигация биржевая;RU000A0JUR04
5839;Облигация биржевая;RU000A0JV9Q0
6138;Облигация биржевая;RU000A0JUYC9
6148;Облигация биржевая;RU000A0JUZZ7
6149;Облигация биржевая;RU000A0JV4S7
6150;Облигация биржевая;RU000A0JVHH1
6151;Облигация биржевая;RU000A0JVPS1
6152;Облигация биржевая;RU000A0JVS36
6153;Облигация биржевая;RU000A0JW5B9
6154;Облигация биржевая;RU000A0JWEG8
6155;Облигация биржевая;RU000A0JX0U9
9407;Облигация биржевая;RU000A0JWK90
9445;Облигация биржевая;RU000A0JWMS6
9514;Облигация биржевая;RU000A0JWPW1
9569;Облигация биржевая;RU000A0JWVC1
2823;Облигация биржевая;RU000A0JWEB9
9801;Облигация биржевая;RU000A0JXC24
9874;Облигация биржевая;RU000A0JXM97
9944;Облигация биржевая;RU000A0JXQD7
5381;Облигация биржевая;RU000A0JXPD9
5382;Облигация биржевая;RU000A0JXSF8
10005;Облигация биржевая;RU000A0JXS75
11132;Облигация биржевая;RU000A0ZZ9W4
11460;Облигация биржевая;RU000A0ZZT80
4955;Облигация биржевая;RU000A0JTVE3
8608;Облигация биржевая;
3108;Облигация корпоративная;RU000A0JR1Y7
3109;Облигация корпоративная;RU000A0JR1Z4
3110;Облигация корпоративная;RU000A0JR209
3111;Облигация корпоративная;RU000A0JR217
4244;Облигация корпоративная;RU000A0JS7H8
3553;Облигация корпоративная;RU000A0JRL96
3994;Облигация корпоративная;RU000A0JRZK5
4510;Облигация корпоративная;RU000A0JT7T2
4391;Облигация корпоративная;RU000A0JSQ58
4806;Облигация корпоративная;RU000A0JTKA4
4470;Облигация корпоративная;RU000A0JT2K2
4281;Облигация биржевая;RU000A0ZYJ91
4282;Облигация биржевая;
4284;Облигация биржевая;
4285;Облигация биржевая;
4286;Облигация биржевая;
9580;Акция обыкновенная;FTRE
1267;Акция обыкновенная;WTCM
1268;Акция привилегированная;WTCMP
9767;Облигация биржевая;RU000A0JX439
9818;Облигация биржевая;RU000A0JXHE4
9873;Облигация биржевая;RU000A0JXME4
10348;Облигация биржевая;RU000A0JXTY7
1264;Акция обыкновенная;VZRZ
8587;Акция обыкновенная;TNSE
5217;Облигация биржевая;RU000A0JX2F6
5218;Облигация биржевая;RU000A0JX2D1
5450;Облигация биржевая;
9907;Облигация биржевая;RU000A0JXNB8
4974;Облигация корпоративная;RU000A0JTTV1
3594;Пай закрытого ПИФа;RU000A0JRNZ9
6004;Облигация биржевая;RU000A0JX1V5
6005;Облигация биржевая;
6006;Облигация биржевая;
6009;Облигация биржевая;RU000A0JW167
6010;Облигация биржевая;RU000A0JW175
9806;Облигация биржевая;RU000A0JXD07
11448;Облигация биржевая;RU000A0ZZRZ9
5807;Облигация биржевая;RU000A0JV375
4487;Облигация корпоративная;RU000A0JT6G1
8559;Облигация корпоративная;RU000A0JV1H6
8560;Облигация корпоративная;RU000A0JV1N4
11266;Облигация корпоративная;RU000A0ZZFZ4
11189;Облигация биржевая;RU000A0ZZE12
11435;Облигация биржевая;RU000A0ZZRC8
4543;Облигация биржевая;RU000A0JU7Y9
4544;Облигация биржевая;RU000A0JUMH3
4545;Облигация биржевая;RU000A0JUQ39
4546;Облигация биржевая;RU000A0JUV08
6182;Облигация биржевая;RU000A0JWE56
11195;Облигация корпоративная;
11196;Облигация корпоративная;
11197;Облигация корпоративная;RU000A0ZZE87
11198;Облигация корпоративная;
11199;Облигация корпоративная;
11200;Облигация корпоративная;
5162;Облигация биржевая;RU000A0JV3K6
5424;Акция обыкновенная;RDRB
5302;Облигация биржевая;
5303;Облигация биржевая;
5737;Облигация биржевая;
5738;Облигация биржевая;
5739;Облигация биржевая;
11077;Облигации иностранного эмитента;XS1577961516
10240;Облигации иностранного эмитента;XS1449458915
11332;Акции иностранного эмитента;RAVN
4352;Облигация биржевая;
10620;Облигация биржевая;RU000A0ZYFE2
11253;Облигация биржевая;RU000A0ZZEW4
4353;Облигация биржевая;
11005;Облигация биржевая;RU000A0ZZ4B9
11264;Облигация биржевая;RU000A0ZZG36
4357;Облигация биржевая;
4363;Облигация биржевая;RU000A0JWCL2
5668;Облигация биржевая;RU000A0JUU90
5669;Облигация биржевая;RU000A0JUUA1
5670;Облигация биржевая;RU000A0JV0U1
5671;Облигация биржевая;RU000A0JWPV3
5672;Облигация биржевая;RU000A0JWUX9
5673;Облигация биржевая;RU000A0JX5W4
5674;Облигация биржевая;RU000A0JXQX5
5675;Облигация биржевая;RU000A0JXRV7
5676;Облигация биржевая;RU000A0ZYBM4
5677;Облигация биржевая;RU000A0ZYGB6
5678;Облигация биржевая;
5679;Облигация биржевая;
5680;Облигация биржевая;
5681;Облигация биржевая;
5682;Облигация биржевая;
5683;Облигация биржевая;
5684;Облигация биржевая;
5685;Облигация биржевая;
5686;Облигация биржевая;
5687;Облигация биржевая;
5688;Облигация биржевая;
5689;Облигация биржевая;
5690;Облигация биржевая;
5691;Облигация биржевая;
5692;Облигация биржевая;
5693;Облигация биржевая;
5694;Облигация биржевая;RU000A0ZYWB3
5695;Облигация биржевая;RU000A0ZYU21
5696;Облигация биржевая;
5697;Облигация биржевая;
9408;Облигация корпоративная;RU000A0JWK58
4985;Облигация биржевая;
4987;Облигация биржевая;RU000A0ZZL05
4988;Облигация биржевая;
4496;Облигация биржевая;
4497;Облигация биржевая;
4498;Облигация биржевая;
4499;Облигация биржевая;
4500;Облигация биржевая;
4501;Облигация биржевая;
10547;Облигация биржевая;RU000A0ZYC31
10637;Облигация биржевая;RU000A0ZYH02
9274;Облигация корпоративная;RU000A0JWM49
9888;Облигация биржевая;RU000A0JXQ51
11016;Облигация биржевая;
9018;Ипотечный сертификат участия;RU000A0JVT35
9578;Облигация биржевая;RU000A0JWVS7
3772;Облигация биржевая;
3774;Облигация биржевая;
2973;Облигация корпоративная;RU000A0JQY01
3419;Облигация корпоративная;RU000A0JREW5
3421;Облигация корпоративная;RU000A0JREX3
3420;Облигация корпоративная;RU000A0JREZ8
3729;Облигация корпоративная;RU000A0JRUY7
3730;Облигация корпоративная;RU000A0JRV52
5729;Облигация корпоративная;RU000A0JUFE4
5730;Облигация корпоративная;RU000A0JUFF1
5731;Облигация корпоративная;RU000A0JUFG9
5732;Облигация корпоративная;RU000A0JUFH7
5512;Облигация биржевая;RU000A0JUEE7
8952;Облигация биржевая;RU000A0JVNL1
8986;Облигация биржевая;RU000A0JVRV1
5514;Облигация биржевая;RU000A0JVKC6
5520;Облигация биржевая;RU000A0JV8D0
5515;Облигация биржевая;RU000A0JV8G3
5521;Облигация биржевая;RU000A0JV9D8
5516;Облигация биржевая;RU000A0JV9H9
5518;Облигация биржевая;RU000A0JVQQ3
5519;Облигация биржевая;
5502;Облигация биржевая;RU000A0JW3A6
5503;Облигация биржевая;RU000A0JUAT3
5504;Облигация биржевая;RU000A0ZYMN9
5505;Облигация биржевая;RU000A0ZYMM1
5506;Облигация биржевая;
4287;Облигация биржевая;RU000A0JXJE0
4288;Облигация биржевая;
4289;Облигация биржевая;
6053;Облигация биржевая;RU000A0JV433
6054;Облигация биржевая;RU000A0JVF64
6055;Облигация биржевая;
6161;Облигация биржевая;
11014;Облигация биржевая;RU000A0ZZ547
9566;Облигация корпоративная;RU000A0JWYJ0
9979;Облигация биржевая;RU000A0JXRF0
10609;Облигация биржевая;RU000A0ZYEM8
10729;Облигация биржевая;RU000A0ZYME8
11152;Облигация биржевая;
5147;Облигация корпоративная;RU000A0JTZF1
5811;Облигация корпоративная;RU000A0JUKX4
10879;Облигация биржевая;RU000A0ZYW94
9435;Облигация корпоративная;RU000A0JWLY6
8636;Облигация корпоративная;RU000A0JV409
9324;Облигация корпоративная;RU000A0JWBA7
9989;Облигация биржевая;RU000A0JXRT1
10438;Облигация биржевая;RU000A0JXW46
10718;Облигация биржевая;RU000A0ZYL55
11281;Облигация биржевая;RU000A0ZZJZ6
6108;Облигация корпоративная;RU000A0JUV81
9684;Облигация корпоративная;RU000A0JWZT6
10741;Облигация корпоративная;RU000A0ZYMD0
4180;Облигация биржевая;RU000A0JS6M0
8625;Облигация биржевая;RU000A0JVWA5
5559;Облигация биржевая;
5560;Облигация биржевая;
5561;Облигация биржевая;
5552;Облигация биржевая;
5553;Облигация биржевая;
9728;Облигация биржевая;RU000A0JX3A5
10706;Облигация биржевая;RU000A0ZYU39
4905;Облигация корпоративная;RU000A0JTPG0
4973;Облигация корпоративная;RU000A0JTT13
5361;Облигация биржевая;RU000A0JU6G8
5362;Облигация биржевая;RU000A0JVQT7
9497;Облигация биржевая;
9498;Облигация биржевая;
9349;Облигация биржевая;RU000A0JWDU1
9988;Облигация биржевая;RU000A0JXRN4
8585;Облигация биржевая;RU000A0JV946
5012;Облигация биржевая;
5015;Облигация биржевая;
5014;Облигация биржевая;
5698;Облигация биржевая;RU000A0JUKS4
5699;Облигация биржевая;RU000A0JUKT2
8931;Облигация биржевая;RU000A0JVS93
8932;Облигация биржевая;
3001;Облигация корпоративная;RU000A0JQYU9
3034;Облигация биржевая;
3035;Облигация биржевая;
3036;Облигация биржевая;
8927;Облигация биржевая;RU000A0JVUB7
5132;Облигация биржевая;
5133;Облигация биржевая;
5134;Облигация биржевая;
5135;Облигация биржевая;
5136;Облигация биржевая;
9409;Облигация корпоративная;RU000A0JWK74
9345;Облигация корпоративная;RU000A0JWDA3
9346;Облигация корпоративная;RU000A0JWDB1
9347;Облигация корпоративная;RU000A0JWDC9
4032;Облигация корпоративная;RU000A0JS264
4473;Облигация корпоративная;RU000A0JT3J2
4674;Облигация корпоративная;RU000A0JTH82
5072;Облигация корпоративная;RU000A0JTX09
5355;Облигация корпоративная;RU000A0JU2N3
5885;Облигация биржевая;RU000A0JVPJ0
9987;Облигация биржевая;RU000A0JXTG4
5886;Облигация биржевая;RU000A0JVDR9
10442;Облигация биржевая;RU000A0JXYE9
5887;Облигация биржевая;RU000A0JURM2
10443;Облигация биржевая;RU000A0JXYG4
5890;Облигация биржевая;RU000A0JUWV3
10441;Облигация биржевая;RU000A0JXYH2
5888;Облигация биржевая;RU000A0JVP21
5889;Облигация биржевая;RU000A0JWX46
9063;Облигация корпоративная;RU000A0JVW22
9076;Облигация корпоративная;RU000A0JVWT5
9017;Облигация корпоративная;RU000A0JVUL6
5762;Облигация биржевая;RU000A0JUK84
9917;Облигация биржевая;RU000A0JXPJ6
8831;Облигация биржевая;RU000A0JWYK8
8793;Облигация биржевая;RU000A0JWK82
8794;Облигация биржевая;RU000A0ZYLL5
8795;Облигация биржевая;RU000A0JW1T0
3136;Облигация биржевая;
3138;Облигация биржевая;
3139;Облигация биржевая;
3141;Облигация биржевая;
3142;Облигация биржевая;
3143;Облигация биржевая;
5154;Облигация биржевая;
1719;Облигация корпоративная;RU000A0JQ1H3
2801;Облигация корпоративная;RU000A0JQS09
2802;Облигация корпоративная;RU000A0JQS74
3557;Облигация корпоративная;RU000A0JRMB2
3561;Облигация корпоративная;RU000A0JRMC0
4506;Облигация корпоративная;RU000A0JT7M7
4995;Облигация корпоративная;RU000A0JU6A1
8953;Облигация корпоративная;RU000A0JVN56
8954;Облигация корпоративная;RU000A0JVN64
8955;Облигация корпоративная;RU000A0JVN98
9201;Облигация корпоративная;RU000A0JW1V6
9202;Облигация корпоративная;RU000A0JW1Z7
10943;Облигация корпоративная;RU000A0ZZ4T1
9476;Облигация корпоративная;RU000A0JWMZ1
9477;Облигация корпоративная;RU000A0JWN22
9573;Облигация корпоративная;RU000A0JWV63
10944;Облигация корпоративная;RU000A0ZZ505
11479;Облигация корпоративная;RU000A0ZZUS8
9889;Облигация биржевая;RU000A0JXMQ8
10366;Облигация биржевая;RU000A0JXUC1
10549;Облигация биржевая;RU000A0ZYBT9
10691;Облигация биржевая;RU000A0ZYJ42
10890;Облигация биржевая;RU000A0ZYXJ4
11412;Облигация биржевая;RU000A0ZZPZ3
11478;Облигация биржевая;RU000A0ZZVQ0
5700;Облигация биржевая;RU000A0JV805
5701;Облигация биржевая;RU000A0JVWB3
5702;Облигация биржевая;
5703;Облигация биржевая;
5704;Облигация биржевая;
5705;Облигация биржевая;RU000A0JUW31
5706;Облигация биржевая;RU000A0JUW72
5707;Облигация биржевая;RU000A0JV3R1
5709;Облигация биржевая;RU000A0JV987
5710;Облигация биржевая;
5711;Облигация биржевая;
5712;Облигация биржевая;
5713;Облигация биржевая;
5714;Облигация биржевая;
453;Пай закрытого ПИФа;RU000A0ERGA7
9179;Пай закрытого ПИФа;RU000A0JVRF4
9410;Пай закрытого ПИФа;RU000A0JWAW3
10540;Пай закрытого ПИФа;RU000A0ZYC64
11413;Пай закрытого ПИФа;RU000A0ZZ5R2
11396;Облигация биржевая;RU000A0ZZQ59
10725;Облигация биржевая;RU000A0ZYLD2
3102;Облигация биржевая;
4480;Облигация биржевая;
4481;Облигация биржевая;
4482;Облигация биржевая;
4483;Облигация биржевая;
4485;Облигация биржевая;
6016;Ипотечный сертификат участия;RU000A0JUQZ6
9582;Пай открытого ПИФа;RU000A0JT7G9
1161;Пай закрытого ПИФа;RU000A0JPPP9
3345;Пай закрытого ПИФа;RU000A0JR8H7
9782;Пай открытого ПИФа;RU000A0JX2H2
3000;Пай закрытого ПИФа;RU000A0JQY19
6001;Пай закрытого ПИФа;RU000A0JUR20
9415;Облигация корпоративная;RU000A0JWKN1
5770;Облигация корпоративная;RU000A0JUH89
5984;Облигация биржевая;RU000A0JUS37
5986;Облигация биржевая;RU000A0JUSJ6
4158;Облигация корпоративная;RU000A0JS5B5
4159;Облигация корпоративная;RU000A0JS5A7
4162;Облигация корпоративная;RU000A0JS5L4
5047;Облигация биржевая;
5048;Облигация биржевая;
