INSTRUMENT_ID;INSTRUMENT_TYPE;TRADE_CODE
5049;Облигация биржевая;
5050;Облигация биржевая;
5053;Облигация биржевая;
5054;Облигация биржевая;
5055;Облигация биржевая;
5056;Облигация биржевая;
5057;Облигация биржевая;
5058;Облигация биржевая;
10719;Облигация биржевая;RU000A0ZYM54
11260;Облигация биржевая;RU000A0ZZFH2
2872;Пай закрытого ПИФа;RU000A0JQUQ5
2871;Пай закрытого ПИФа;RU000A0JQUP7
9437;Облигация биржевая;RU000A0JWMM9
9711;Облигация биржевая;RU000A0JX108
9947;Облигация биржевая;RU000A0JXQJ4
5855;Облигация биржевая;RU000A0JV052
5856;Облигация биржевая;
5857;Облигация биржевая;
5858;Облигация биржевая;
5859;Облигация биржевая;
5860;Облигация биржевая;
5861;Облигация биржевая;
5862;Облигация биржевая;
5863;Облигация биржевая;
5864;Облигация биржевая;
5865;Облигация биржевая;RU000A0JUMJ9
5866;Облигация биржевая;RU000A0JUSH0
5868;Облигация биржевая;
5869;Облигация биржевая;
5854;Облигация биржевая;
5128;Облигация биржевая;RU000A0JVH05
5129;Облигация биржевая;RU000A0JU0U2
5130;Облигация биржевая;
5131;Облигация биржевая;
9762;Облигация корпоративная;RU000A0JXJM3
9763;Облигация корпоративная;RU000A0JXJP6
8982;Облигация биржевая;RU000A0JVVK6
8983;Облигация биржевая;RU000A0JVVP5
8984;Облигация биржевая;RU000A0JVVT7
3219;Пай открытого ПИФа;RU000A0JR2C1
3220;Пай открытого ПИФа;RU000A0JR290
3221;Пай открытого ПИФа;RU000A0JR2A5
3218;Пай открытого ПИФа;RU000A0JR282
10758;Пай открытого ПИФа;RU000A0HF0L2
932;Пай открытого ПИФа;RU000A0JP799
11144;Пай открытого ПИФа;RU000A0JVHY6
3163;Пай закрытого ПИФа;RU000A0JR316
5549;Пай закрытого ПИФа;RU000A0JU9Y5
5279;Облигация биржевая;RU000A0JUD42
6070;Облигация биржевая;
6071;Облигация биржевая;
6072;Облигация биржевая;
6073;Облигация биржевая;
1166;Акция обыкновенная;AVAN
9302;Облигация биржевая;RU000A0JW7D1
5177;Облигация биржевая;
9123;Облигация биржевая;
9124;Облигация биржевая;
9125;Облигация биржевая;
9126;Облигация биржевая;
9322;Облигация корпоративная;RU000A0JWF71
9186;Облигация биржевая;RU000A0JW1B8
9275;Облигация биржевая;RU000A0JW506
4982;Облигация биржевая;
4983;Облигация биржевая;RU000A0JVD41
4984;Облигация биржевая;
8985;Облигация биржевая;RU000A0JVRL2
6018;Облигация биржевая;RU000A0JUT85
9056;Облигация биржевая;RU000A0JVVL4
6019;Облигация биржевая;RU000A0JVM32
9132;Облигация биржевая;RU000A0JVXX5
9436;Облигация биржевая;RU000A0JWM15
6141;Облигация биржевая;RU000A0JV0N6
6142;Облигация биржевая;RU000A0JV565
6143;Облигация биржевая;RU000A0JV6D4
6085;Облигации иностранного эмитента;XS0620695204
6099;Облигации иностранного эмитента;XS0925043100
3685;Облигация корпоративная;RU000A0JRSW5
3686;Облигация корпоративная;RU000A0JRSX3
4450;Облигация корпоративная;RU000A0JSZF3
4451;Облигация корпоративная;RU000A0JSZG1
5087;Облигация корпоративная;RU000A0JTXP5
5088;Облигация корпоративная;RU000A0JTXQ3
5605;Облигация корпоративная;RU000A0JUCH4
5607;Облигация корпоративная;RU000A0JUCJ0
5953;Облигация корпоративная;RU000A0JUPS3
5954;Облигация корпоративная;RU000A0JUPT1
8557;Облигация корпоративная;RU000A0JV1E3
8558;Облигация корпоративная;RU000A0JV1F0
11032;Облигация биржевая;RU000A0ZZ6Q2
11136;Облигация биржевая;RU000A0ZZBD0
9605;Облигация биржевая;
9606;Облигация биржевая;
9607;Облигация биржевая;
9608;Облигация биржевая;
9609;Облигация биржевая;
5323;Облигация биржевая;
5326;Облигация биржевая;
5327;Облигация биржевая;
5328;Облигация биржевая;
5330;Облигация биржевая;
5331;Облигация биржевая;
5332;Облигация биржевая;
5333;Облигация биржевая;
5334;Облигация биржевая;
5335;Облигация биржевая;
5336;Облигация биржевая;
5337;Облигация биржевая;
5338;Облигация биржевая;
5339;Облигация биржевая;
5340;Облигация биржевая;
5341;Облигация биржевая;
5343;Облигация биржевая;
9629;Облигация биржевая;RU000A0JWYS1
5237;Облигация биржевая;RU000A0JVBX1
5239;Облигация биржевая;RU000A0JUGY0
5240;Облигация биржевая;
5831;Облигация биржевая;RU000A0JUPW5
5780;Облигация биржевая;RU000A0JV0P1
5781;Облигация биржевая;
5782;Облигация биржевая;
5783;Облигация биржевая;RU000A0JVHS8
5784;Облигация биржевая;
5785;Облигация биржевая;RU000A0JV0Q9
9494;Облигации иностранного эмитента;XS1379311761
11494;Облигации иностранного эмитента;
9183;Облигации иностранного эмитента;XS1327118284
9184;Облигации иностранного эмитента;XS1327117633
9442;Облигации иностранного эмитента;XS1434175730
9866;Облигации иностранного эмитента;XS1571345583
9906;Облигации иностранного эмитента;XS1590566193
10333;Облигации иностранного эмитента;XS1604405545
10429;Облигации иностранного эмитента;XS1637911451
10440;Облигации иностранного эмитента;XS1642546581
10476;Облигации иностранного эмитента;XS1654213294
10482;Облигации иностранного эмитента;XS1654229290
10487;Облигации иностранного эмитента;XS1654237129
10532;Облигации иностранного эмитента;XS1675776014
10619;Облигации иностранного эмитента;XS1708325748
10681;Облигации иностранного эмитента;XS1713519012
10687;Облигации иностранного эмитента;XS1718466250
10736;Облигации иностранного эмитента;XS1731601867
10751;Облигации иностранного эмитента;XS1708322133
10827;Облигации иностранного эмитента;XS1762858428
10839;Облигации иностранного эмитента;XS1764143597
10880;Облигации иностранного эмитента;XS1783223206
10895;Облигации иностранного эмитента;XS1713519368
10933;Облигации иностранного эмитента;XS1799164790
11019;Облигации иностранного эмитента;XS1807420937
11062;Облигации иностранного эмитента;XS1819608172
11065;Облигации иностранного эмитента;XS1820831607
11072;Облигации иностранного эмитента;XS1801889830
11131;Облигации иностранного эмитента;XS1833629253
11138;Облигации иностранного эмитента;XS1838071964
11194;Облигации иностранного эмитента;XS1857100413
11252;Облигации иностранного эмитента;XS1859436070
11312;Облигации иностранного эмитента;XS1859436401
11313;Облигации иностранного эмитента;XS1870376461
11317;Облигации иностранного эмитента;XS1873963794
11327;Облигации иностранного эмитента;XS1822383094
11333;Облигации иностранного эмитента;XS1878009866
11423;Облигации иностранного эмитента;XS1892856128
11466;Облигации иностранного эмитента;XS1900962892
11473;Облигации иностранного эмитента;XS1904686661
11493;Облигации иностранного эмитента;XS1903464391
6310;Облигации иностранного эмитента;XS0810596832
5902;Облигация биржевая;RU000A0JV441
6080;Облигации иностранного эмитента;XS0993162683
9003;Облигации иностранного эмитента;XS0524610812
9004;Облигации иностранного эмитента;XS0559915961
9050;Облигации иностранного эмитента;XS0800817073
9385;Облигации иностранного эмитента;XS1084024584
6083;Облигации иностранного эмитента;XS0848137708
9384;Облигации иностранного эмитента;XS1040726587
9538;Облигации иностранного эмитента;XS0885733153
6092;Облигации иностранного эмитента;XS0191754729
6095;Облигации иностранного эмитента;XS0424860947
6097;Облигации иностранного эмитента;XS0316524130
9520;Облигации иностранного эмитента;XS0906946008
5568;Облигация субфедеральная;RU000A0JUAZ0
5777;Ипотечный сертификат участия;RU000A0JUHS0
5104;Облигация биржевая;
5102;Облигация биржевая;
5103;Облигация биржевая;
5105;Облигация биржевая;
5106;Облигация биржевая;
5107;Облигация биржевая;RU000A0JUTB1
11188;Облигация биржевая;RU000A0ZZQT4
5111;Облигация биржевая;
11402;Облигация биржевая;RU000A0ZZSP8
5108;Облигация биржевая;
5110;Облигация биржевая;
5113;Облигация биржевая;
5284;Облигация биржевая;
5285;Облигация биржевая;
9749;Облигация биржевая;RU000A0JX2M2
9060;Облигации иностранного эмитента;XS0830192711
6093;Облигации иностранного эмитента;XS0997544860
9503;Облигации иностранного эмитента;XS1405775377
5745;Облигация корпоративная;RU000A0JUD34
6140;Ипотечный сертификат участия;RU000A0JUW49
3092;Пай закрытого ПИФа;RU000A0JR0A9
8918;Облигация корпоративная;RU000A0JVJY2
8916;Облигация корпоративная;RU000A0JVHJ7
4009;Облигация корпоративная;RU000A0JS1A6
4010;Облигация корпоративная;RU000A0JS1B4
4604;Облигация корпоративная;RU000A0JTCV7
4605;Облигация корпоративная;RU000A0JTD52
5577;Облигация корпоративная;RU000A0JUBT1
5578;Облигация корпоративная;RU000A0JUC19
4430;Облигация корпоративная;RU000A0JSKJ7
5394;Облигация корпоративная;RU000A0JU3J9
5895;Облигация корпоративная;RU000A0JUJ87
8841;Облигация корпоративная;RU000A0JV7G5
8842;Облигация корпоративная;RU000A0JV755
7061;Облигация корпоративная;RU000A0JV1C7
7062;Облигация корпоративная;RU000A0JV1B9
8596;Облигация корпоративная;RU000A0JV326
8597;Облигация корпоративная;RU000A0JV318
5779;Облигация корпоративная;RU000A0JUJE6
8910;Облигация корпоративная;RU000A0JVAJ2
8911;Облигация корпоративная;RU000A0JVAQ7
8561;Облигация корпоративная;RU000A0JV1U9
8562;Облигация корпоративная;RU000A0JV1V7
5665;Облигация корпоративная;RU000A0JUE66
5955;Облигация корпоративная;RU000A0JUQ54
9130;Облигация корпоративная;RU000A0JVU81
5776;Облигация корпоративная;RU000A0JUHY8
5224;Облигация корпоративная;RU000A0JTZ98
8653;Облигация корпоративная;RU000A0JV664
5968;Облигация корпоративная;RU000A0JUPU9
5951;Облигация корпоративная;RU000A0JUPF0
8646;Облигация корпоративная;RU000A0JV508
8614;Облигация корпоративная;RU000A0JV3S9
7067;Облигация корпоративная;RU000A0JV169
7068;Облигация корпоративная;RU000A0JV185
9729;Облигация биржевая;RU000A0JX2L4
3217;Пай закрытого ПИФа;RU000A0JR555
4607;Облигация биржевая;
4608;Облигация биржевая;
4609;Облигация биржевая;
8909;Облигация корпоративная;RU000A0JVB35
9250;Облигация корпоративная;RU000A0JVTM6
9399;Облигация корпоративная;RU000A0JWF30
5616;Облигация корпоративная;RU000A0JUCX1
6175;Облигация корпоративная;RU000A0JUZU8
3178;Пай закрытого ПИФа;RU000A0JR3N6
5928;Пай закрытого ПИФа;RU000A0JUN16
11280;Пай закрытого ПИФа;RU000A0ZZ422
3559;Пай закрытого ПИФа;RU000A0JRL54
11470;Облигация биржевая;RU000A0ZZV52
3755;Пай закрытого ПИФа;RU000A0JRSS3
3757;Пай закрытого ПИФа;RU000A0JRST1
3758;Пай закрытого ПИФа;RU000A0JRXV7
4850;Пай закрытого ПИФа;RU000A0JTPA3
1027;Пай закрытого ПИФа;RU000A0JPCF8
1087;Пай закрытого ПИФа;RU000A0JPJ35
5947;Пай закрытого ПИФа;RU000A0JUKK1
243;Акция обыкновенная;IRGZ
3214;Облигация биржевая;
5996;Облигация биржевая;RU000A0JUTQ9
5997;Облигация биржевая;RU000A0JUTR7
5998;Облигация биржевая;RU000A0JXLX6
9319;Облигация биржевая;RU000A0JWWR7
9318;Облигация биржевая;RU000A0JWU64
9317;Облигация биржевая;RU000A0JX2K6
9316;Облигация биржевая;RU000A0JXSE1
3918;Акция обыкновенная;KZOS
3977;Акция привилегированная;KZOSP
3312;Облигация биржевая;
5170;Облигация биржевая;
5171;Облигация биржевая;
4045;Облигация биржевая;RU000A0JVA77
3006;Облигация биржевая;
4965;Облигация биржевая;
4967;Облигация биржевая;
4968;Облигация биржевая;
1687;Акция обыкновенная;LNZL
2439;Акция привилегированная;LNZLP
10475;Облигации иностранного эмитента;XS1589324075
9062;Облигации иностранного эмитента;XS1298447019
5475;Облигация биржевая;
5476;Облигация биржевая;
5477;Облигация биржевая;
10338;Облигация биржевая;RU000A0JXT58
5871;Облигации иностранного эмитента;RU000A0JUG56
7057;Облигации иностранного эмитента;RU000A0JUG80
7058;Облигации иностранного эмитента;RU000A0JUG98
8844;Облигации иностранного эмитента;RU000A0JUG72
4021;Облигация корпоративная;RU000A0JS1F5
4237;Облигация корпоративная;RU000A0JS793
4224;Облигация корпоративная;RU000A0JS710
9057;Облигация субфедеральная;RU000A0JVV49
9204;Облигация корпоративная;RU000A0JW2T8
9542;Облигация биржевая;RU000A0JWWG0
6091;Облигации иностранного эмитента;XS0864383723
10261;Облигации иностранного эмитента;XS1503160571
10396;Облигация корпоративная;RU000A0JXU89
1595;Облигация корпоративная;RU000A0JPYA3
10750;Облигация биржевая;RU000A0ZYXM8
9913;Облигация корпоративная;RU000A0JXQQ9
9269;Облигация корпоративная;RU000A0JWA92
4243;Облигация корпоративная;RU000A0JSL87
4613;Облигация биржевая;RU000A0JTEM2
9192;Облигация корпоративная;RU000A0JW118
5769;Ипотечный сертификат участия;RU000A0JUGA0
5795;Облигация корпоративная;RU000A0JUJW8
8784;Облигация биржевая;RU000A0JVBF8
9417;Облигация биржевая;RU000A0JWL32
3528;Пай закрытого ПИФа;RU000A0JRHC0
5774;Облигация корпоративная;RU000A0JUHV4
9871;Облигация корпоративная;RU000A0JXM22
10883;Облигация корпоративная;RU000A0ZYJ26
10924;Облигация биржевая;RU000A0ZZ0R3
11434;Облигация биржевая;RU000A0ZZV03
10760;Облигация биржевая;RU000A0ZYVY7
9974;Пай закрытого ПИФа;RU000A0JXP78
10737;Облигация биржевая;RU000A0ZYM21
9118;Облигация корпоративная;RU000A0JVZB6
10431;Облигация биржевая;RU000A0JXVG0
10931;Облигация биржевая;RU000A0ZZ2A5
10821;Облигация биржевая;RU000A0ZYU54
11322;Облигация биржевая;RU000A0ZZNL8
11436;Облигация биржевая;RU000A0ZZS73
11278;Облигация биржевая;RU000A0ZZKW1
8833;Облигация корпоративная;RU000A0JVCL4
9011;Облигация биржевая;RU000A0JVW55
9012;Облигация биржевая;RU000A0JVX62
9163;Облигация биржевая;RU000A0JW8X7
9166;Облигация биржевая;RU000A0JWCP3
9167;Облигация биржевая;RU000A0JWCU3
9168;Облигация биржевая;RU000A0JWD65
9169;Облигация биржевая;RU000A0JWD73
10599;Облигация биржевая;RU000A0ZYE96
10866;Облигация биржевая;RU000A0ZZ0D3
11407;Облигация биржевая;RU000A0ZZR90
11046;Облигация биржевая;RU000A0ZZ7R8
10761;Облигация биржевая;RU000A0ZYSS5
6105;Облигация корпоративная;RU000A0JURT7
11319;Облигация корпоративная;RU000A0ZYPB7
11103;Облигация биржевая;RU000A0ZZNM6
5767;Облигация биржевая;RU000A0JUL18
9418;Облигация корпоративная;RU000A0JWKQ4
9419;Облигация корпоративная;RU000A0JWKP6
9321;Облигация корпоративная;RU000A0JV2B7
8902;Облигация корпоративная;RU000A0JVFN3
8589;Облигация корпоративная;RU000A0JV2K8
8590;Облигация корпоративная;RU000A0JV2L6
9330;Облигация корпоративная;RU000A0JWC25
8944;Облигация корпоративная;RU000A0JVNC0
9153;Облигация биржевая;RU000A0JWEK0
9154;Облигация биржевая;RU000A0JXTH2
9015;Облигация корпоративная;RU000A0JWJQ6
9022;Облигация корпоративная;RU000A0JVT43
9074;Облигация биржевая;RU000A0JVZA8
11165;Облигация биржевая;RU000A0ZZCX6
11153;Облигация биржевая;RU000A0ZZCV0
5265;Облигация биржевая;
5266;Облигация биржевая;
5268;Облигация биржевая;
5269;Облигация биржевая;
5271;Облигация биржевая;
5272;Облигация биржевая;
8556;Облигация корпоративная;RU000A0JV2E1
11254;Облигация биржевая;RU000A0ZZFP5
11104;Облигация биржевая;RU000A0ZZAR2
11166;Облигация биржевая;RU000A0ZZDQ8
11459;Облигация биржевая;RU000A0ZZUR0
3595;Облигация корпоративная;RU000A0JRPK6
8826;Облигация корпоративная;RU000A0JVE40
9378;Облигация корпоративная;RU000A0JWAT9
2451;Облигация корпоративная;RU000A0JQ5C5
6195;Облигация корпоративная;RU000A0JUZN3
5250;Облигация биржевая;
9943;Облигация биржевая;RU000A0JXQH8
5252;Облигация биржевая;
5253;Облигация биржевая;
5255;Облигация биржевая;RU000A0JVD17
5256;Облигация биржевая;RU000A0JWCK4
9945;Облигация биржевая;RU000A0JXQM8
9983;Облигация биржевая;RU000A0JXRL8
10049;Облигация биржевая;RU000A0JXSR3
10477;Облигация биржевая;RU000A0JXY10
10478;Облигация биржевая;RU000A0JXY28
5018;Облигация биржевая;RU000A0JXVY3
5019;Облигация биржевая;
5020;Облигация биржевая;
9292;Облигация биржевая;RU000A0JWB83
9293;Облигация биржевая;RU000A0JX8E6
9294;Облигация биржевая;
3337;Пай закрытого ПИФа;RU000A0JR7Y4
4914;Пай закрытого ПИФа;RU000A0JTQH6
3333;Пай закрытого ПИФа;RU000A0JR7V0
3338;Пай закрытого ПИФа;RU000A0JR7W8
4959;Облигация биржевая;RU000A0JTV50
4960;Облигация биржевая;
4961;Облигация биржевая;
6160;Пай интервального ПИФа;RU000A0JUR61
9550;Облигация корпоративная;RU000A0JWTJ0
10345;Облигация биржевая;RU000A0ZY9T1
10709;Облигация биржевая;
11044;Облигация биржевая;RU000A0ZZ8A2
11069;Облигация биржевая;RU000A0ZZAT8
5296;Облигация корпоративная;RU000A0JU179
6217;Облигация биржевая;RU000A0JVYD5
6218;Облигация биржевая;RU000A0JW4F3
6106;Облигация корпоративная;RU000A0JURQ3
6212;Облигация биржевая;RU000A0JV0G0
6107;Облигация корпоративная;RU000A0JURP5
9416;Облигация корпоративная;RU000A0JWWX5
4631;Пай закрытого ПИФа;RU000A0JT510
6123;Облигация биржевая;RU000A0JWWJ4
6124;Облигация биржевая;RU000A0JWWH8
6125;Облигация биржевая;
6126;Облигация биржевая;
9300;Облигация биржевая;
4299;Пай закрытого ПИФа;RU000A0JS991
8930;Пай закрытого ПИФа;RU000A0JVGP6
6064;Облигация корпоративная;RU000A0JUUB9
9170;Облигация биржевая;RU000A0JW2R2
9171;Облигация биржевая;RU000A0JWE72
9172;Облигация биржевая;RU000A0JWEP9
9173;Облигация биржевая;RU000A0JWES3
9174;Облигация биржевая;RU000A0JWG88
5384;Облигация биржевая;RU000A0JU6M6
5385;Облигация биржевая;RU000A0JWPF6
5386;Облигация биржевая;RU000A0JVUS1
5387;Облигация биржевая;RU000A0JVXS5
5388;Облигация биржевая;RU000A0JWVT5
4946;Облигация биржевая;
4947;Облигация биржевая;
4948;Облигация биржевая;
4949;Облигация биржевая;
5433;Облигация биржевая;RU000A0ZYA74
9254;Облигация биржевая;RU000A0ZYLB6
9255;Облигация биржевая;
9256;Облигация биржевая;RU000A0JWQX7
9257;Облигация биржевая;RU000A0JXN13
9258;Облигация биржевая;
9259;Облигация биржевая;
9260;Облигация биржевая;RU000A0JWLJ7
9253;Облигация биржевая;
10565;Облигация биржевая;
11008;Облигация биржевая;RU000A0ZZ695
5660;Облигация корпоративная;RU000A0JUDW1
11070;Облигация биржевая;RU000A0ZZ9X2
11488;Облигация биржевая;
6038;Облигация корпоративная;RU000A0JUT69
9515;Облигация биржевая;RU000A0JWPZ4
9853;Облигация биржевая;RU000A0JXLE6
4937;Облигация биржевая;
4938;Облигация биржевая;
4944;Облигация биржевая;RU000A0JW5J2
4945;Облигация биржевая;
9403;Облигация корпоративная;RU000A0JWKY8
9404;Облигация корпоративная;RU000A0JXMB0
9405;Облигация корпоративная;RU000A0JXPT5
10334;Облигация биржевая;RU000A0ZYZS0
10335;Облигация биржевая;RU000A0ZYB81
10336;Облигация биржевая;RU000A0ZYL30
10613;Облигация биржевая;
10614;Облигация биржевая;RU000A0ZYLR2
10615;Облигация биржевая;
10605;Облигация корпоративная;
11015;Облигация биржевая;RU000A0ZZNV7
9701;Облигация корпоративная;RU000A0JXFC2
9181;Облигация корпоративная;RU000A0JW8G2
2965;Облигация корпоративная;RU000A0JQXR7
5357;Облигация корпоративная;RU000A0JU336
8979;Облигация корпоративная;RU000A0JVQX9
8980;Облигация корпоративная;RU000A0JVQY7
9276;Облигация биржевая;
9610;Облигация биржевая;RU000A0JWWW7
9277;Облигация биржевая;
11265;Облигация биржевая;RU000A0ZZG93
9278;Облигация биржевая;
9279;Облигация биржевая;
9280;Облигация биржевая;
9281;Облигация биржевая;
9282;Облигация биржевая;
9283;Облигация биржевая;
9284;Облигация биржевая;
9285;Облигация биржевая;
9286;Облигация биржевая;
9287;Облигация биржевая;
10434;Облигация биржевая;RU000A0JXVE5
3710;Облигация корпоративная;RU000A0JRU20
3711;Облигация корпоративная;RU000A0JRU46
10829;Облигация биржевая;
11331;Облигация биржевая;
8791;Облигация корпоративная;RU000A0JVED7
11147;Облигация биржевая;RU000A0ZZEA0
11320;Облигация биржевая;RU000A0ZZMQ9
9848;Облигация корпоративная;RU000A0JXLU2
11455;Облигация корпоративная;
10682;Облигация корпоративная;RU000A0ZYMF5
11490;Облигация корпоративная;
5993;Облигация корпоративная;RU000A0JUQW3
6128;Облигация биржевая;RU000A0JV334
8921;Пай закрытого ПИФа;RU000A0JVJA2
8756;Пай закрытого ПИФа;RU000A0JUTH8
3702;Пай закрытого ПИФа;RU000A0JRTR3
5526;Пай закрытого ПИФа;RU000A0JU971
9121;Пай интервального ПИФа;RU000A0JVUA9
8827;Облигация корпоративная;RU000A0JVE57
10922;Облигация корпоративная;RU000A0ZZ4Z8
11143;Облигация корпоративная;RU000A0ZZC22
5793;Облигация биржевая;RU000A0JULR4
11461;Облигация биржевая;RU000A0ZZTK7
8809;Облигация корпоративная;RU000A0JVC42
2868;Пай закрытого ПИФа;RU000A0JQUE1
10402;Облигация биржевая;RU000A0JXY85
10927;Облигация биржевая;RU000A0ZZ141
10928;Облигация биржевая;RU000A0ZZ158
5969;Ипотечный сертификат участия;RU000A0JUP71
5016;Пай закрытого ПИФа;RU000A0JTVY1
11325;Пай биржевого ПИФа;AKNX
11392;Пай интервального ПИФа;RU000A0ZZCD8
11261;Пай закрытого ПИФа;RU000A0JVKZ7
3400;Пай закрытого ПИФа;RU000A0JRBT7
8919;Ипотечный сертификат участия;RU000A0JVEZ0
8914;Пай закрытого ПИФа;RU000A0JUZ61
2910;Пай интервального ПИФа;RU000A0JNK00
2911;Пай интервального ПИФа;RU000A0JNK34
876;Пай интервального ПИФа;RU000A0JP4U1
1156;Пай закрытого ПИФа;RU000A0JPNS8
5137;Ипотечный сертификат участия;RU000A0JTXM2
1529;Пай закрытого ПИФа;RU000A0JPY69
738;Пай закрытого ПИФа;RU000A0JNUM1
9421;Пай закрытого ПИФа;RU000A0JWJA0
1516;Пай закрытого ПИФа;RU000A0JPWL4
2857;Пай закрытого ПИФа;RU000A0JQT81
1121;Пай открытого ПИФа;RU000A0JPKJ3
1099;Пай закрытого ПИФа;RU000A0JPJR8
9785;Пай открытого ПИФа;RU000A0JX1H4
4370;Пай закрытого ПИФа;RU000A0JSGF3
5532;Пай закрытого ПИФа;RU000A0JU0G1
10538;Пай открытого ПИФа;RU000A0JURB5
3334;Пай закрытого ПИФа;RU000A0JR7Z1
3335;Пай закрытого ПИФа;RU000A0JR811
3336;Пай закрытого ПИФа;RU000A0JR7X6
1068;Пай закрытого ПИФа;RU000A0JPGC6
865;Пай закрытого ПИФа;RU000A0JP450
8913;Пай закрытого ПИФа;RU000A0JVGM3
10834;Облигация биржевая;RU000A0ZYSE5
9071;Облигация корпоративная;RU000A0JVXW7
9193;Облигация корпоративная;RU000A0JVZF7
9194;Облигация корпоративная;RU000A0JVZG5
8701;Облигация корпоративная;RU000A0JVE65
4315;Облигация корпоративная;RU000A0JTD37
5661;Облигация корпоративная;RU000A0JUDX9
9766;Облигация биржевая;RU000A0JX3X7
11469;Облигация биржевая;RU000A0ZZUZ3
3282;Облигация биржевая;
3283;Облигация биржевая;
3284;Облигация биржевая;
3285;Облигация биржевая;
1756;Облигация корпоративная;RU000A0JPZF9
9993;Облигация корпоративная;
5226;Облигация корпоративная;RU000A0JTZG9
5420;Облигация биржевая;
5421;Облигация биржевая;
5422;Облигация биржевая;
10913;Облигация биржевая;RU000A0ZZ0L6
5541;Облигация биржевая;
5542;Облигация биржевая;RU000A0JUN08
5543;Облигация биржевая;RU000A0JWC66
8708;Облигация биржевая;RU000A0JVBW3
9389;Облигация корпоративная;RU000A0JWKL5
10836;Облигация биржевая;RU000A0ZZ2V1
11262;Облигация биржевая;
8605;Облигация биржевая;RU000A0JXW87
10868;Облигация биржевая;RU000A0ZZ0Q5
5172;Облигация биржевая;RU000A0JU8S9
9920;Облигация биржевая;RU000A0JXPH0
5173;Облигация биржевая;
5174;Облигация биржевая;
10533;Облигация биржевая;RU000A0ZYAQ7
10926;Облигация биржевая;RU000A0ZZ1F6
10686;Облигация биржевая;RU000A0ZYJX4
11135;Облигация биржевая;RU000A0ZZAE0
11271;Облигация биржевая;RU000A0ZZGZ2
1658;Пай закрытого ПИФа;RU000A0JPZP8
1655;Пай закрытого ПИФа;RU000A0JPZL7
2512;Пай закрытого ПИФа;RU000A0JQ797
6228;Пай закрытого ПИФа;RU000A0JUKR6
3672;Пай закрытого ПИФа;RU000A0JRRN6
2777;Пай закрытого ПИФа;RU000A0JQP77
2778;Пай закрытого ПИФа;RU000A0JQPA9
2776;Пай закрытого ПИФа;RU000A0JQP93
4554;Пай закрытого ПИФа;RU000A0JT8U8
3917;Акция обыкновенная;KUNF
4638;Акция обыкновенная;MSST
4845;Акция обыкновенная;GTLC
1747;Акция обыкновенная;BLNG
5025;Облигация корпоративная;RU000A0JTWT9
10708;Облигация биржевая;RU000A0ZYLK7
4001;Акция обыкновенная;GAZT
3693;Акция обыкновенная;GAZS
3692;Акция обыкновенная;GAZC
4478;Акция обыкновенная;GTPR
3293;Акция обыкновенная;DZRD
