INSTRUMENT_ID;INSTRUMENT_TYPE;TRADE_CODE
3294;Акция привилегированная;DZRDP
4571;Акция обыкновенная;LVHK
10559;Облигация биржевая;RU000A0ZYHW0
269;Акция обыкновенная;LPSB
5082;Облигация биржевая;RU000A0JVYM6
5083;Облигация биржевая;
5084;Облигация биржевая;
5085;Облигация биржевая;RU000A0JWR51
9752;Облигация биржевая;RU000A0JX3H0
3976;Акция обыкновенная;NPOF
2465;Облигация корпоративная;RU000A0JQ5Q5
8851;Облигация корпоративная;RU000A0JVB19
8852;Облигация корпоративная;RU000A0JVB27
9014;Облигация корпоративная;RU000A0JVKH5
9732;Облигация корпоративная;RU000A0JX1S1
9434;Облигация корпоративная;RU000A0JWLU4
2661;Облигация биржевая;RU000A0JVW71
2664;Облигация биржевая;RU000A0JWD57
2665;Облигация биржевая;
5059;Облигация биржевая;RU000A0JTZM7
5060;Облигация биржевая;RU000A0JUCG6
5061;Облигация биржевая;RU000A0JXJK7
5062;Облигация биржевая;RU000A0JU542
5063;Облигация биржевая;RU000A0JU7B7
5064;Облигация биржевая;RU000A0JVJS4
5065;Облигация биржевая;RU000A0JU9M0
5066;Облигация биржевая;RU000A0JUX71
5067;Облигация биржевая;RU000A0JWHU2
5069;Облигация биржевая;RU000A0JTY57
5070;Облигация биржевая;RU000A0JUPZ8
5071;Облигация биржевая;
3540;Облигация корпоративная;RU000A0JRKC4
3541;Облигация корпоративная;RU000A0JRKD2
3542;Облигация корпоративная;RU000A0JRKM3
4113;Облигация корпоративная;RU000A0JS3M7
4109;Облигация корпоративная;RU000A0JS3L9
3742;Облигация корпоративная;RU000A0JRVU3
1636;Акция обыкновенная;JNOS
2983;Акция привилегированная;JNOSP
1626;Акция обыкновенная;MGNZ
3945;Акция обыкновенная;TGKO
2905;Облигация биржевая;
3898;Акция обыкновенная;ELTZ
3973;Акция обыкновенная;MGVM
3915;Акция обыкновенная;KRKO
3916;Акция привилегированная;KRKOP
183;Акция обыкновенная;ARSA
9613;Облигации иностранного эмитента;XS1506500039
8668;Облигации иностранного эмитента;XS0922301717
5399;Облигация субфедеральная;RU000A0JU5W7
5400;Облигация субфедеральная;RU000A0JU5X5
10339;Облигация биржевая;RU000A0JXTN0
5599;Облигация биржевая;RU000A0JVFS2
5600;Облигация биржевая;RU000A0JVFX2
5601;Облигация биржевая;RU000A0JVGJ9
5602;Облигация биржевая;RU000A0JVGK7
1280;Акция обыкновенная;NKNC
1281;Акция привилегированная;NKNCP
8788;Акция обыкновенная;SIBG
9426;Облигация биржевая;RU000A0JWLX8
10444;Облигация биржевая;RU000A0JXZM9
187;Акция обыкновенная;AVAZ
2426;Акция привилегированная;AVAZP
3892;Акция обыкновенная;ALNU
96;Акция обыкновенная;ARMD
10051;Акция обыкновенная;ACKO
4471;Акция обыкновенная;ABRD
1246;Акция обыкновенная;UTAR
3747;Акция обыкновенная;BANE
3748;Акция привилегированная;BANEP
4132;Облигация корпоративная;RU000A0JS3U0
9731;Облигация биржевая;RU000A0JX2P5
3651;Облигация биржевая;RU000A0JWH87
9753;Облигация биржевая;RU000A0JX2X9
3652;Облигация биржевая;RU000A0JVEQ9
9797;Облигация биржевая;RU000A0JX9X4
3653;Облигация биржевая;RU000A0JVFD4
5243;Облигация биржевая;RU000A0JUML5
5244;Облигация биржевая;RU000A0JWGC2
5245;Облигация биржевая;RU000A0JVHF5
5246;Облигация биржевая;RU000A0JWGD0
5247;Облигация биржевая;RU000A0JWX04
5248;Облигация биржевая;RU000A0JX2Q3
9045;Облигация биржевая;RU000A0JVUK8
9136;Облигация биржевая;RU000A0JVXZ0
9632;Облигация биржевая;RU000A0JWYQ5
9686;Облигация биржевая;RU000A0JWZY6
4206;Облигация биржевая;
4207;Облигация биржевая;
4208;Облигация биржевая;
4209;Облигация биржевая;
4210;Облигация биржевая;
4211;Облигация биржевая;
186;Акция обыкновенная;ASSB
3952;Акция обыкновенная;USBN
5363;Облигация биржевая;
11018;Облигация биржевая;RU000A0ZZ5A8
5364;Облигация биржевая;
5365;Облигация биржевая;
5366;Облигация биржевая;
5367;Облигация биржевая;
2875;Акция обыкновенная;BISV
2876;Акция привилегированная;BISVP
5262;Облигация биржевая;RU000A0JVG89
5263;Облигация биржевая;RU000A0JWFE0
4258;Акция обыкновенная;ALBK
3894;Акция обыкновенная;BRZL
4320;Акция обыкновенная;VTRS
7043;Облигация биржевая;RU000A0JW3R0
3954;Акция обыкновенная;VJGZ
3955;Акция привилегированная;VJGZP
4018;Облигация корпоративная;RU000A0JS1S8
1249;Акция обыкновенная;VDSB
1253;Акция обыкновенная;VLHZ
1251;Акция обыкновенная;VGSB
1252;Акция привилегированная;VGSBP
8586;Облигация корпоративная;RU000A0JV102
4452;Облигация биржевая;
4454;Облигация биржевая;
4455;Облигация биржевая;
9140;Облигация биржевая;RU000A0JVYN4
9141;Облигация биржевая;RU000A0JVYP9
4464;Акция обыкновенная;VSYD
4463;Акция привилегированная;VSYDP
5375;Облигация биржевая;
5376;Облигация биржевая;RU000A0JVUN2
5377;Облигация биржевая;RU000A0JVUP7
5378;Облигация биржевая;
1633;Акция обыкновенная;GAZA
10925;Акция привилегированная;GAZAP
7999;Акция обыкновенная;GTSS
5463;Облигация корпоративная;RU000A0JU807
5789;Облигация биржевая;
5790;Облигация биржевая;
5791;Облигация биржевая;
5792;Облигация биржевая;
4566;Акция обыкновенная;RTGZ
1190;Акция обыкновенная;SIBN
3323;Облигация корпоративная;RU000A0JR878
2848;Облигация биржевая;RU000A0JWRE5
9910;Облигация биржевая;RU000A0JXNF9
10483;Облигация биржевая;RU000A0JXYL4
2850;Облигация биржевая;RU000A0JWK41
10604;Облигация биржевая;RU000A0ZYDS7
2851;Облигация биржевая;RU000A0JWRF2
10723;Облигация биржевая;RU000A0ZYLC4
10724;Облигация биржевая;RU000A0ZYLQ4
10893;Облигация биржевая;RU000A0ZYXV9
3598;Облигация биржевая;
3599;Облигация биржевая;
3600;Облигация биржевая;
3601;Облигация биржевая;
3602;Облигация биржевая;
3603;Облигация биржевая;
3605;Облигация биржевая;
3606;Облигация биржевая;
3607;Облигация биржевая;
3608;Облигация биржевая;
3609;Облигация биржевая;
3610;Облигация биржевая;
3611;Облигация биржевая;
3612;Облигация биржевая;
3613;Облигация биржевая;
3614;Облигация биржевая;
3615;Облигация биржевая;
3616;Облигация биржевая;RU000A0JUAN6
3617;Облигация биржевая;RU000A0JUAP1
3621;Облигация биржевая;
3622;Облигация биржевая;
3623;Облигация биржевая;
3624;Облигация биржевая;
3625;Облигация биржевая;
5734;Депозитарные расписки иностранного эмитента на акции;OGZD
22;Акция обыкновенная;HALS
5719;Облигация биржевая;RU000A0JW5C7
5720;Облигация биржевая;
5721;Облигация биржевая;
5722;Облигация биржевая;
9032;Акция обыкновенная;GRNT
4634;Акция обыкновенная;RLMN
5822;Акция привилегированная;RLMNP
7070;Облигация биржевая;
3342;Облигация биржевая;
1279;Акция обыкновенная;GCHE
203;Акция обыкновенная;DASB
1538;Акция обыкновенная;FESH
2894;Облигация биржевая;RU000A0JVCQ3
2895;Облигация биржевая;RU000A0JTY24
5932;Облигация биржевая;
5933;Облигация биржевая;
5934;Облигация биржевая;
5936;Облигация биржевая;
5937;Облигация биржевая;
5938;Облигация биржевая;
9890;Акция обыкновенная;EELT
8836;Акция обыкновенная;UTSY
3746;Акция обыкновенная;ZVEZ
3959;Акция обыкновенная;ZILL
1277;Акция обыкновенная;ZMZN
1278;Акция привилегированная;ZMZNP
5970;Облигация корпоративная;RU000A0JUP63
8703;Акция обыкновенная;IDVP
9129;Облигация биржевая;RU000A0JWCW9
3754;Акция обыкновенная;RUSI
1535;Акция обыкновенная;OPIN
9832;Облигация биржевая;RU000A0JXLM9
10629;Облигация биржевая;RU000A0ZYG37
3902;Акция обыкновенная;IGST
3904;Акция привилегированная;IGSTP
4682;Облигация корпоративная;RU000A0JTHF9
5320;Облигация корпоративная;RU000A0JU278
245;Акция обыкновенная;ISKJ
3423;Облигация биржевая;
3424;Облигация биржевая;
3425;Облигация биржевая;
3426;Облигация биржевая;
3427;Облигация биржевая;
3428;Облигация биржевая;
3429;Облигация биржевая;
3430;Облигация биржевая;
3431;Облигация биржевая;
3432;Облигация биржевая;
3433;Облигация биржевая;
3434;Облигация биржевая;
3435;Облигация биржевая;
3436;Облигация биржевая;
3437;Облигация биржевая;
3438;Облигация биржевая;
255;Акция обыкновенная;KLSB
1212;Акция обыкновенная;TGKD
1213;Акция привилегированная;TGKDP
4435;Облигация биржевая;
4436;Облигация биржевая;
4437;Облигация биржевая;
4438;Облигация биржевая;
3242;Акция обыкновенная;KSGR
5662;Облигация биржевая;
5663;Облигация биржевая;
5664;Облигация биржевая;RU000A0JVDF4
1540;Акция обыкновенная;KOGK
3907;Акция обыкновенная;KMTZ
260;Акция обыкновенная;KTSB
261;Акция привилегированная;KTSBP
3240;Облигация биржевая;
3241;Облигация биржевая;
266;Акция обыкновенная;KZMS
1664;Акция обыкновенная;KRSB
1663;Акция привилегированная;KRSBP
2863;Акция обыкновенная;KBTK
3905;Акция обыкновенная;KAZT
3906;Акция привилегированная;KAZTP
4507;Акция привилегированная;KGKCP
1706;Акция обыкновенная;MERF
3408;Акция обыкновенная;
3325;Акция обыкновенная;MNFD
5144;Облигация биржевая;
3367;Облигация биржевая;
3368;Облигация биржевая;
3369;Облигация биржевая;
3370;Облигация биржевая;
5204;Облигация биржевая;
9377;Облигация биржевая;RU000A0JWGG3
5205;Облигация биржевая;
9411;Облигация биржевая;RU000A0JWKA8
5206;Облигация биржевая;
1599;Акция обыкновенная;ODVA
5138;Облигация биржевая;
5139;Облигация биржевая;
5140;Облигация биржевая;
5141;Облигация биржевая;
1378;Акция обыкновенная;MRKK
5750;Облигация биржевая;
5751;Облигация биржевая;
5752;Облигация биржевая;
5073;Облигация биржевая;
5074;Облигация биржевая;
5075;Облигация биржевая;
5188;Облигация биржевая;RU000A0JVYL8
5189;Облигация биржевая;RU000A0JWR44
1483;Акция обыкновенная;MRKY
6026;Облигация биржевая;RU000A0JXVT3
2491;Облигация корпоративная;RU000A0JQ8V9
3067;Облигация корпоративная;RU000A0JR0K8
3068;Облигация корпоративная;RU000A0JR0J0
3346;Облигация корпоративная;RU000A0JR8L9
3347;Облигация корпоративная;RU000A0JR8P0
3525;Облигация корпоративная;RU000A0JRJS2
3526;Облигация корпоративная;RU000A0JRJT0
3527;Облигация корпоративная;RU000A0JRJY0
1771;Облигация биржевая;
1770;Облигация биржевая;
1769;Облигация биржевая;
1766;Облигация биржевая;
1765;Облигация биржевая;
1764;Облигация биржевая;
4535;Облигация биржевая;
4536;Облигация биржевая;
4537;Облигация биржевая;
4538;Облигация биржевая;
4539;Облигация биржевая;
4540;Облигация биржевая;
277;Акция обыкновенная;MRSB
3922;Акция обыкновенная;MORI
1176;Акция обыкновенная;MGTS
1175;Акция привилегированная;MGTSP
258;Акция обыкновенная;KROT
337;Акция привилегированная;KROTP
5227;Облигация биржевая;RU000A0JUUU9
5228;Облигация биржевая;RU000A0JWJX2
5229;Облигация биржевая;RU000A0JWNK1
5231;Облигация биржевая;RU000A0JWEZ8
8899;Облигация корпоративная;RU000A0JVFE2
3923;Акция обыкновенная;MUGS
3924;Акция привилегированная;MUGSP
3998;Акция обыкновенная;NSVZ
244;Акция обыкновенная;IRKT
5275;Облигация биржевая;
5276;Облигация биржевая;
8898;Облигация корпоративная;RU000A0JVMU4
9164;Облигация биржевая;RU000A0JWE64
11418;Облигация биржевая;
3671;Акция обыкновенная;NFAZ
1734;Облигация биржевая;
1735;Облигация биржевая;
1736;Облигация биржевая;
1737;Облигация биржевая;
1738;Облигация биржевая;
1739;Облигация биржевая;
1740;Облигация биржевая;
1741;Облигация биржевая;
1742;Облигация биржевая;
1743;Облигация биржевая;
3926;Акция обыкновенная;NKSH
4189;Облигация биржевая;
4191;Облигация биржевая;
4192;Облигация биржевая;
4193;Облигация биржевая;
1554;Акция обыкновенная;SATR
3375;Облигация корпоративная;RU000A0JRA65
4923;Акция обыкновенная;UCSS
2811;Акция обыкновенная;OMSH
2869;Акция обыкновенная;PRTK
3929;Акция обыкновенная;PAZA
303;Акция обыкновенная;PMSB
304;Акция привилегированная;PMSBP
3648;Акция обыкновенная;PLSM
4019;Облигация корпоративная;RU000A0JS1J7
9366;Облигация биржевая;RU000A0JWEU9
4375;Облигация биржевая;RU000A0JUVF8
4377;Облигация биржевая;RU000A0JUVG6
4378;Облигация биржевая;
4379;Облигация биржевая;
4380;Облигация биржевая;
3248;Акция обыкновенная;RBCM
3895;Акция обыкновенная;CHGZ
1561;Акция обыкновенная;ROST
4390;Облигация биржевая;RU000A0JWDN6
4416;Облигация биржевая;
4417;Облигация биржевая;
4418;Облигация биржевая;
1317;Акция обыкновенная;RKKE
5813;Облигация биржевая;RU000A0JWRM8
5814;Облигация биржевая;RU000A0JWRN6
5816;Облигация биржевая;RU000A0JVZ94
5817;Облигация биржевая;RU000A0JVZP6
5818;Облигация биржевая;
5819;Облигация биржевая;
5820;Облигация биржевая;
5821;Облигация биржевая;
5884;Депозитарные расписки иностранного эмитента на акции;RSDR
3765;Акция обыкновенная;RUGR
5294;Акция обыкновенная;ROLO
1557;Акция обыкновенная;RUSP
1185;Акция обыкновенная;RZSB
9329;Облигация корпоративная;RU000A0JWBK6
9508;Облигация корпоративная;RU000A0JWNV8
9557;Облигация корпоративная;RU000A0JWU72
11066;Облигация биржевая;
11067;Облигация биржевая;
11068;Облигация биржевая;
6060;Облигация корпоративная;RU000A0JUVT9
3913;Акция обыкновенная;KRKN
3914;Акция привилегированная;KRKNP
3749;Акция обыкновенная;SARE
3750;Акция привилегированная;SAREP
4691;Облигация биржевая;
4692;Облигация биржевая;
9933;Облигация биржевая;RU000A0JXPE7
4693;Облигация биржевая;
4694;Облигация биржевая;
4695;Облигация биржевая;
10934;Облигация биржевая;RU000A0ZZ0Z6
4696;Облигация биржевая;
4697;Облигация биржевая;
11010;Облигация биржевая;RU000A0ZZ3U1
4698;Облигация биржевая;
11031;Облигация биржевая;RU000A0ZZ5U6
4699;Облигация биржевая;
11029;Облигация биржевая;RU000A0ZZ7U2
4700;Облигация биржевая;
11030;Облигация биржевая;RU000A0ZZAJ9
4701;Облигация биржевая;
11106;Облигация биржевая;RU000A0ZZ992
4702;Облигация биржевая;
4703;Облигация биржевая;
11164;Облигация биржевая;RU000A0ZZDM7
4704;Облигация биржевая;
11167;Облигация биржевая;RU000A0ZZD88
4705;Облигация биржевая;
11193;Облигация биржевая;RU000A0ZZE38
4706;Облигация биржевая;
11258;Облигация биржевая;RU000A0ZZEU8
11263;Облигация биржевая;RU000A0ZZFC3
11275;Облигация биржевая;RU000A0ZZHD7
4710;Облигация биржевая;
11292;Облигация биржевая;RU000A0ZZKS9
4711;Облигация биржевая;
11293;Облигация биржевая;RU000A0ZZKR1
4712;Облигация биржевая;
11316;Облигация биржевая;RU000A0ZZL54
4713;Облигация биржевая;
11326;Облигация биржевая;RU000A0ZZMA3
4714;Облигация биржевая;
11329;Облигация биржевая;RU000A0ZZMB1
4715;Облигация биржевая;
11389;Облигация биржевая;RU000A0ZZP19
4716;Облигация биржевая;
11387;Облигация биржевая;RU000A0ZZP35
4717;Облигация биржевая;
11390;Облигация биржевая;RU000A0ZZP27
4718;Облигация биржевая;
11408;Облигация биржевая;RU000A0ZZPE8
4719;Облигация биржевая;
4720;Облигация биржевая;
11415;Облигация биржевая;RU000A0ZZQ18
4721;Облигация биржевая;
11419;Облигация биржевая;RU000A0ZZQK3
4722;Облигация биржевая;
11452;Облигация биржевая;RU000A0ZZRU0
4723;Облигация биржевая;
11454;Облигация биржевая;RU000A0ZZSJ1
4724;Облигация биржевая;
11456;Облигация биржевая;RU000A0ZZSK9
4725;Облигация биржевая;
11462;Облигация биржевая;RU000A0ZZT15
4726;Облигация биржевая;
11468;Облигация биржевая;RU000A0ZZTW2
11467;Облигация биржевая;RU000A0ZZTX0
4728;Облигация биржевая;
11475;Облигация биржевая;RU000A0ZZUX8
4729;Облигация биржевая;
11497;Облигация биржевая;
4730;Облигация биржевая;
11495;Облигация биржевая;
4731;Облигация биржевая;
4733;Облигация биржевая;
4734;Облигация биржевая;
4735;Облигация биржевая;
4736;Облигация биржевая;
4737;Облигация биржевая;
4738;Облигация биржевая;
4739;Облигация биржевая;
4740;Облигация биржевая;
4741;Облигация биржевая;
6110;Облигация биржевая;
8722;Облигация биржевая;
8723;Облигация биржевая;
8724;Облигация биржевая;
8725;Облигация биржевая;
8726;Облигация биржевая;
8727;Облигация биржевая;
8728;Облигация биржевая;
8729;Облигация биржевая;
8730;Облигация биржевая;
8731;Облигация биржевая;
8732;Облигация биржевая;
8733;Облигация биржевая;
8734;Облигация биржевая;
8735;Облигация биржевая;
8736;Облигация биржевая;
8737;Облигация биржевая;
8738;Облигация биржевая;
8739;Облигация биржевая;
8740;Облигация биржевая;
8741;Облигация биржевая;
8742;Облигация биржевая;
8743;Облигация биржевая;
8744;Облигация биржевая;
8745;Облигация биржевая;
8746;Облигация биржевая;
8747;Облигация биржевая;
8748;Облигация биржевая;
8749;Облигация биржевая;
8750;Облигация биржевая;
8751;Облигация биржевая;
8752;Облигация биржевая;
8753;Облигация биржевая;
8754;Облигация биржевая;
1621;Акция обыкновенная;SZPR
4371;Облигация биржевая;
4372;Облигация биржевая;
4373;Облигация биржевая;
4374;Облигация биржевая;
5426;Облигация корпоративная;RU000A0JU716
5980;Облигация биржевая;RU000A0JWTW3
5981;Облигация биржевая;RU000A0JWTX1
5982;Облигация биржевая;RU000A0JX0Y1
5983;Облигация биржевая;RU000A0JX1A9
9845;Облигация корпоративная;RU000A0JXKQ2
5638;Облигация биржевая;
5641;Облигация биржевая;
5643;Облигация биржевая;
5644;Облигация биржевая;
1199;Акция обыкновенная;STSB
1200;Акция привилегированная;STSBP
1255;Акция обыкновенная;VRSB
1256;Акция привилегированная;VRSBP
248;Акция обыкновенная;KBSB
274;Акция обыкновенная;MISB
275;Акция привилегированная;MISBP
287;Акция обыкновенная;NNSB
288;Акция привилегированная;NNSBP
316;Акция обыкновенная;RTSB
317;Акция привилегированная;RTSBP
1274;Акция обыкновенная;YRSB
1275;Акция привилегированная;YRSBP
9518;Облигация корпоративная;RU000A0JWQ45
4308;Облигация биржевая;
4309;Облигация биржевая;RU000A0JTYQ1
4310;Облигация биржевая;
4311;Облигация биржевая;
4312;Облигация биржевая;
1205;Акция обыкновенная;TASB
1206;Акция привилегированная;TASBP
3943;Акция обыкновенная;TANL
3944;Акция привилегированная;TANLP
1231;Акция обыкновенная;TTLK
4022;Облигация корпоративная;RU000A0JS1W0
4135;Облигация корпоративная;RU000A0JS470
1210;Акция обыкновенная;TGKB
1211;Акция привилегированная;TGKBP
5373;Облигация биржевая;RU000A0JU7L6
1224;Акция обыкновенная;TORS
1225;Акция привилегированная;TORSP
11257;Акция обыкновенная;TRFM
11446;Акция обыкновенная;
2824;Облигация биржевая;RU000A0JWS92
2825;Облигация биржевая;RU000A0JXPK4
5380;Облигация биржевая;RU000A0JWCM0
5436;Депозитарные расписки иностранного эмитента на акции;TMKS
1548;Акция обыкновенная;TUZA
3304;Акция обыкновенная;TUCH
1537;Акция обыкновенная;UKUZ
1238;Акция обыкновенная;URKA
9543;Облигация биржевая;RU000A0JWU15
9544;Облигация биржевая;RU000A0JWUA7
4257;Акция обыкновенная;URKZ
5304;Облигация биржевая;
5305;Облигация биржевая;
5307;Облигация биржевая;
8609;Облигация биржевая;
8610;Облигация биржевая;
8611;Облигация биржевая;
3198;Акция обыкновенная;LIFE
3439;Облигация корпоративная;RU000A0JRFN1
3440;Облигация корпоративная;RU000A0JRFP6
3168;Облигация корпоративная;RU000A0JR3M8
3169;Облигация корпоративная;RU000A0JR3L0
5185;Облигация корпоративная;RU000A0JTYJ6
5352;Облигация корпоративная;RU000A0JU2K9
5353;Облигация корпоративная;RU000A0JU2L7
5184;Облигация корпоративная;RU000A0JTYK4
5449;Облигация корпоративная;RU000A0JU7S1
5588;Облигация корпоративная;RU000A0JUC92
5589;Облигация корпоративная;RU000A0JUCA9
8835;Облигация корпоративная;RU000A0JVCB5
8845;Облигация корпоративная;RU000A0JVDD9
9984;Акция обыкновенная;HKOL
3900;Акция обыкновенная;HIMC
3901;Акция привилегированная;HIMCP
3069;Акция обыкновенная;TRCN
4533;Облигация биржевая;
5881;Депозитарные расписки иностранного эмитента на акции;TCDR
1582;Акция обыкновенная;CNTL
3720;Акция привилегированная;CNTLP
4212;Акция обыкновенная;PRFN
10938;Облигация биржевая;RU000A0ZZD39
1688;Акция обыкновенная;CHKZ
1689;Акция обыкновенная;CHMK
1723;Акция обыкновенная;CHEP
199;Акция обыкновенная;CLSB
200;Акция привилегированная;CLSBP
4226;Акция обыкновенная;UNKL
3957;Акция обыкновенная;YAKG
1273;Акция обыкновенная;YKEN
1512;Акция привилегированная;YKENP
1265;Акция привилегированная;VZRZP
4398;Акция обыкновенная;KUZB
5448;Облигация корпоративная;RU000A0JU872
3471;Облигация биржевая;
4350;Облигация биржевая;RU000A0JV3L4
2923;Акция обыкновенная;DIOD
4259;Акция обыкновенная;MOBB
3925;Акция обыкновенная;NAUK
297;Акция привилегированная;OMZZP
312;Акция обыкновенная;ROSB
6109;Облигация корпоративная;RU000A0JUV57
9008;Облигация корпоративная;RU000A0JVSG0
10398;Облигация биржевая;RU000A0JXUH0
10684;Облигация биржевая;RU000A0ZYH44
4803;Облигация биржевая;
4804;Облигация биржевая;
4805;Облигация биржевая;
5219;Облигация биржевая;
5220;Облигация биржевая;RU000A0JWHT4
5221;Облигация биржевая;
5222;Облигация биржевая;
5223;Облигация биржевая;
5451;Облигация биржевая;
5452;Облигация биржевая;
5456;Облигация биржевая;
5457;Облигация биржевая;
5458;Облигация биржевая;RU000A0JUL67
5459;Облигация биржевая;RU000A0JUL91
5460;Облигация биржевая;RU000A0JULA0
5461;Облигация биржевая;RU000A0JULC6
5511;Акция обыкновенная;RGSS
10529;Облигация биржевая;RU000A0ZYE54
10940;Облигация биржевая;RU000A0ZZ2U3
11276;Облигация биржевая;RU000A0ZZKP5
5037;Облигация биржевая;
5038;Облигация биржевая;
5039;Облигация биржевая;RU000A0JUMX0
5040;Облигация биржевая;
249;Акция обыкновенная;KCHE
1504;Акция привилегированная;KCHEP
270;Акция обыкновенная;LSNG
271;Акция привилегированная;LSNGP
5093;Облигация биржевая;
5094;Облигация биржевая;
5095;Облигация биржевая;
5096;Облигация биржевая;RU000A0JVLM3
3164;Акция обыкновенная;MAGE
3170;Акция привилегированная;MAGEP
3706;Акция обыкновенная;SAGO
3707;Акция привилегированная;SAGOP
8324;Акция обыкновенная;SLEN
262;Акция обыкновенная;KUBE
9135;Облигация биржевая;RU000A0JVZK7
9134;Облигация биржевая;RU000A0JVYK0
6089;Облигации иностранного эмитента;XS0861981180
9972;Облигации иностранного эмитента;XS1589106910
8669;Облигации иностранного эмитента;XS1143363940
9656;Облигации иностранного эмитента;XS1510534677
9002;Облигации иностранного эмитента;XS0783242877
9432;Облигации иностранного эмитента;XS1352979923
4462;Облигация корпоративная;RU000A0JT1B3
629;Пай закрытого ПИФа;RU000A0HHJG2
10714;Пай закрытого ПИФа;RU000A0ZYF79
9189;Облигации иностранного эмитента;XS0911599701
5358;Облигации иностранного эмитента;RU000A0JRTT9
3992;Облигации иностранного эмитента;RU000A0JRTS1
4529;Облигация корпоративная;RU000A0JT8R4
4530;Облигация корпоративная;RU000A0JT8T0
9047;Облигация биржевая;RU000A0JVZY8
9747;Облигация биржевая;RU000A0JX2V3
9339;Облигация биржевая;RU000A0JWGV2
9948;Облигация биржевая;RU000A0JXRD5
9340;Облигация биржевая;RU000A0JWTL6
9949;Облигация биржевая;RU000A0JXS59
9341;Облигация биржевая;RU000A0JXMP0
11023;Облигация биржевая;RU000A0ZZ5H3
11024;Облигация биржевая;RU000A0ZZ5J9
9305;Акции иностранного биржевого инвестиционного фонда;FXRL
5497;Акции иностранного биржевого инвестиционного фонда;FXAU
5499;Акции иностранного биржевого инвестиционного фонда;FXUS
5891;Акции иностранного биржевого инвестиционного фонда;FXMM
11269;Облигация Банка России;RU000A0ZZKN0
11420;Облигация Банка России;RU000A0ZZPG3
11421;Облигация Банка России;RU000A0ZZSH5
9263;Облигации иностранного эмитента;XS0948666770
2724;Облигация биржевая;
2725;Облигация биржевая;
1177;Акция обыкновенная;PRMB
5972;Облигация корпоративная;RU000A0JUQ13
8641;Облигация биржевая;RU000A0JV8U4
9996;Облигация биржевая;RU000A0JXT17
8642;Облигация биржевая;RU000A0JVRM0
8643;Облигация биржевая;RU000A0JVLH3
338;Акция обыкновенная;MFGS
339;Акция привилегированная;MFGSP
265;Акция обыкновенная;KMEZ
4662;Облигация биржевая;
4663;Облигация биржевая;
4664;Облигация биржевая;
4665;Облигация биржевая;
